대여일자,대여소명,대여건수합계
2020-07-01,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,1030
2020-07-01,1360. 정릉역,896
2020-07-01,1361. 홍익중고 입구,975
2020-07-01,1362. 보문역6번출구 앞,1521
2020-07-01,1363. 보문4교 인근,2363
2020-07-01,1364. 성북동 치안센터 앞,581
2020-07-01,1365. 선잠단지 앞,235
2020-07-01,1366. 일신초등학교 옆,391
2020-07-01,1367. 길음문화복합미디어센터,585
2020-07-01,1368. 성신여대입구 교차로,1241
2020-07-01,1369. 미아사거리,1992
2020-07-01,1370. 복자사랑 피정의 집,404
2020-07-01,1372. KEB은행 고대점,2038
2020-07-01,1373. 성북구보건소 건너편,1303
2020-07-01,1375. 생명의 전화 종합복지관 앞 교차로,2181
2020-07-01,1376. 한국과학기술연구원 중문,198
2020-07-01,1377. 한국과학기술연구원 북문,251
2020-07-01,1379.길음뉴타운푸르지오아파트 3단지,120
2020-07-01,1380.월곡역 5번출구 앞,1064
2020-07-01,1381.석계역 4번출구 뒤,917
2020-07-01,1382.래미안월곡아파트 입구,749
2020-07-01,1383.성북동 주민센터 건너편,290
2020-07-01,1384.성신여대입구역 5번출구,1238
2020-07-01,1385.성신여대입구역 3번출구 앞,632
2020-07-01,1386.동선고가차도 초입,367
2020-07-01,1388.커핀그루나루,366
2020-07-01,1390.석관래미안아트리치,1621
2020-07-01,1391.성북청소년센터,503
2020-07-01,1392.돈암삼성풍림아파트,31
2020-07-01,1393.돈암육교 하단,103
2020-07-01,1394.길음뉴타운 래미안9단지,938
2020-07-01,1395.래미안장위포레카운티(102동),592
2020-07-01,1396.래미안장위퍼스트하이(513동),955
2020-07-01,1397.래미안월곡아파트 (창문여고 건너편),651
2020-08-01,1302. 한성대입구역6번출구 뒤,1074
2020-08-01,1303. 돈암초교 입구,771
2020-08-01,1304. 만해공원,201
2020-08-01,1305. 성북구청,805
2020-08-01,1308. 안암로터리 버스정류장 앞,3560
2020-08-01,1314. 정릉꿈에그린1단지 201동 앞,301
2020-08-01,1315. 고려사대부속중고 정문,355
2020-08-01,1316. 고려사대부속중고 건너편,300
2020-08-01,1318. 길음역 3번출구 뒤,866
2020-08-01,1320. LG베스트샵 종암점,1902
2020-08-01,1321. 국민은행 종암동지점 앞,1753
2020-08-01,1322. 래미안라센트아파트 103동 앞,845
2020-08-01,1323. 월곡역 입구 육교 밑,441
2020-08-01,1325. 상월곡역 4번출구,438
2020-08-01,1326. 상월곡역 1번출구,543
2020-08-01,1327. 상월곡역 3번출구,971
2020-08-01,1328. 월곡역 3번출구,1709
2020-08-01,1332. 석계역 5번출구 건너편,1192
2020-08-01,1333. 석관초등학교 앞,1064
2020-08-01,1334. 석관동주민센터 앞,723
2020-08-01,1336. 성북3교 위,1356
2020-08-01,1337. 돈암성당 옆,1739
2020-08-01,1338. 용문2교 옆,986
2020-08-01,1339. 삼성전자서비스 성북센터,759
2020-08-01,1340. 광운초등학교 앞,515
2020-08-01,1342. 성북쉼터 앞,250
2020-08-01,1343. 한성대7번출구 앞,882
2020-08-01,1344. 아리랑시네센터 앞,452
2020-08-01,1346. 길음8골어린이공원 옆,666
2020-08-01,1347. 길음래미안아파트817동 상가 앞,398
2020-08-01,1348. 성북제일새마을금고 본점 앞,488
2020-08-01,1349. 월계2교 버스정류장 앞,423
2020-08-01,1351. 안암2교 옆,1462
2020-08-01,1352. e 편한세상 보문아파트 내,188
2020-08-01,1353. 금호어울림센터힐 내,280
2020-08-01,1354. 고려대학교 2번출구,1349
2020-08-01,1355. 보문2교,1735
2020-08-01,1357. 북한산보국문역,442
2020-08-01,1358. 정릉도서관 앞,555
2020-08-01,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,682
2020-08-01,1360. 정릉역,578
2020-08-01,1361. 홍익중고 입구,824
2020-08-01,1362. 보문역6번출구 앞,1028
2020-08-01,1363. 보문4교 인근,1728
2020-08-01,1364. 성북동 치안센터 앞,643
2020-08-01,1365. 선잠단지 앞,213
2020-08-01,1366. 일신초등학교 옆,301
2020-08-01,1367. 길음문화복합미디어센터,346
2020-08-01,1368. 성신여대입구 교차로,827
2020-08-01,1369. 미아사거리,1331
2020-08-01,1370. 복자사랑 피정의 집,324
2020-08-01,1372. KEB은행 고대점,1369
2020-08-01,1373. 성북구보건소 건너편,781
2020-08-01,1375. 생명의 전화 종합복지관 앞 교차로,1343
2020-08-01,1376. 한국과학기술연구원 중문,153
2020-08-01,1377. 한국과학기술연구원 북문,179
2020-08-01,1379.길음뉴타운푸르지오아파트 3단지,122
2020-08-01,1380.월곡역 5번출구 앞,749
2020-08-01,1381.석계역 4번출구 뒤,784
2020-08-01,1382.래미안월곡아파트 입구,473
2020-08-01,1384.성신여대입구역 5번출구,1058
2020-08-01,1385.성신여대입구역 3번출구 앞,587
2020-08-01,1386.동선고가차도 초입,301
2020-08-01,1388.커핀그루나루,360
2020-08-01,1390.석관래미안아트리치,980
2020-08-01,1391.성북청소년센터,294
2020-08-01,1392.돈암삼성풍림아파트,17
2020-08-01,1393.돈암육교 하단,47
2020-08-01,1394.길음뉴타운 래미안9단지,571
2020-08-01,1395.래미안장위포레카운티(102동),393
2020-08-01,1396.래미안장위퍼스트하이(513동),680
2020-08-01,1397.래미안월곡아파트 (창문여고 건너편),518
2020-09-01,1302. 한성대입구역6번출구 뒤,1470
2020-09-01,1303. 돈암초교 입구,1016
2020-09-01,1304. 만해공원,269
2020-09-01,1305. 성북구청,1245
2020-09-01,1306. 한성대입구역2번출구,300
2020-09-01,1308. 안암로터리 버스정류장 앞,4694
2020-09-01,1314. 정릉꿈에그린1단지 201동 앞,439
2020-09-01,1315. 고려사대부속중고 정문,573
2020-09-01,1316. 고려사대부속중고 건너편,499
2020-09-01,1318. 길음역 3번출구 뒤,1543
2020-09-01,1320. LG베스트샵 종암점,2890
2020-09-01,1321. 국민은행 종암동지점 앞,2510
2020-09-01,1322. 래미안라센트아파트 103동 앞,1079
2020-09-01,1323. 월곡역 입구 육교 밑,793
2020-09-01,1325. 상월곡역 4번출구,687
2020-09-01,1326. 상월곡역 1번출구,823
2020-09-01,1327. 상월곡역 3번출구,1399
2020-09-01,1328. 월곡역 3번출구,2285
2020-09-01,1332. 석계역 5번출구 건너편,2291
2020-09-01,1333. 석관초등학교 앞,1797
2020-09-01,1334. 석관동주민센터 앞,1198
2020-09-01,1336. 성북3교 위,2038
2020-09-01,1337. 돈암성당 옆,2673
2020-09-01,1338. 용문2교 옆,1383
2020-09-01,1339. 삼성전자서비스 성북센터,949
2020-09-01,1340. 광운초등학교 앞,841
2020-09-01,1342. 성북쉼터 앞,196
2020-09-01,1343. 한성대7번출구 앞,999
2020-09-01,1344. 아리랑시네센터 앞,668
2020-09-01,1346. 길음8골어린이공원 옆,1098
2020-09-01,1347. 길음래미안아파트817동 상가 앞,517
2020-09-01,1348. 성북제일새마을금고 본점 앞,669
2020-09-01,1349. 월계2교 버스정류장 앞,783
2020-09-01,1351. 안암2교 옆,2064
2020-09-01,1352. e 편한세상 보문아파트 내,253
2020-09-01,1353. 금호어울림센터힐 내,407
2020-09-01,1354. 고려대학교 2번출구,2026
2020-09-01,1355. 보문2교,3627
2020-09-01,1357. 북한산보국문역,574
2020-09-01,1358. 정릉도서관 앞,837
2020-09-01,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,1163
2020-09-01,1360. 정릉역,840
2020-09-01,1361. 홍익중고 입구,991
2020-09-01,1362. 보문역6번출구 앞,1353
2020-09-01,1363. 보문4교 인근,2392
2020-09-01,1364. 성북동 치안센터 앞,877
2020-09-01,1365. 선잠단지 앞,345
2020-09-01,1366. 일신초등학교 옆,477
2020-09-01,1367. 길음문화복합미디어센터,433
2020-09-01,1368. 성신여대입구 교차로,1242
2020-09-01,1369. 미아사거리,2010
2020-09-01,1370. 복자사랑 피정의 집,370
2020-09-01,1372. KEB은행 고대점,1912
2020-09-01,1373. 성북구보건소 건너편,1404
2020-09-01,1375. 생명의 전화 종합복지관 앞 교차로,1662
2020-09-01,1376. 한국과학기술연구원 중문,204
2020-09-01,1377. 한국과학기술연구원 북문,332
2020-09-01,1379.길음뉴타운푸르지오아파트 3단지,70
2020-09-01,1380.월곡역 5번출구 앞,1603
2020-09-01,1381.석계역 4번출구 뒤,1393
2020-09-01,1382.래미안월곡아파트 입구,845
2020-09-01,1384.성신여대입구역 5번출구,1505
2020-09-01,1385.성신여대입구역 3번출구 앞,897
2020-09-01,1386.동선고가차도 초입,466
2020-09-01,1388.커핀그루나루,541
2020-09-01,1390.석관래미안아트리치,1550
2020-09-01,1391.성북청소년센터,440
2020-09-01,1392.돈암삼성풍림아파트,37
2020-09-01,1393.돈암육교 하단,96
2020-09-01,1394.길음뉴타운 래미안9단지,807
2020-09-01,1395.래미안장위포레카운티(102동),656
2020-09-01,1396.래미안장위퍼스트하이(513동),987
2020-09-01,1397.래미안월곡아파트 (창문여고 건너편),724
2020-10-01,1302. 한성대입구역6번출구 뒤,889
2020-10-01,1303. 돈암초교 입구,1046
2020-10-01,1304. 만해공원,335
2020-10-01,1305. 성북구청,1111
2020-10-01,1306. 한성대입구역2번출구,1725
2020-10-01,1308. 안암로터리 버스정류장 앞,5551
2020-10-01,1314. 정릉꿈에그린1단지 201동 앞,430
2020-10-01,1315. 고려사대부속중고 정문,565
2020-10-01,1316. 고려사대부속중고 건너편,473
2020-10-01,1318. 길음역 3번출구 뒤,1750
2020-10-01,1320. LG베스트샵 종암점,3180
2020-10-01,1321. 국민은행 종암동지점 앞,2785
2020-10-01,1322. 래미안라센트아파트 103동 앞,1189
2020-10-01,1323. 월곡역 입구 육교 밑,575
2020-10-01,1325. 상월곡역 4번출구,657
2020-10-01,1326. 상월곡역 1번출구,1030
2020-10-01,1327. 상월곡역 3번출구,1524
2020-10-01,1328. 월곡역 3번출구,2827
2020-10-01,1332. 석계역 5번출구 건너편,2168
2020-10-01,1333. 석관초등학교 앞,1835
2020-10-01,1334. 석관동주민센터 앞,1321
2020-10-01,1336. 성북3교 위,1839
2020-10-01,1337. 돈암성당 옆,2819
2020-10-01,1338. 용문2교 옆,1405
2020-10-01,1339. 삼성전자서비스 성북센터,1025
2020-10-01,1340. 광운초등학교 앞,729
2020-10-01,1342. 성북쉼터 앞,164
2020-10-01,1343. 한성대7번출구 앞,827
2020-10-01,1344. 아리랑시네센터 앞,599
2020-10-01,1346. 길음8골어린이공원 옆,1177
2020-10-01,1347. 길음래미안아파트817동 상가 앞,607
2020-10-01,1348. 성북제일새마을금고 본점 앞,688
2020-10-01,1349. 월계2교 버스정류장 앞,800
2020-10-01,1351. 안암2교 옆,2161
2020-10-01,1352. e 편한세상 보문아파트 내,319
2020-10-01,1353. 금호어울림센터힐 내,386
2020-10-01,1354. 고려대학교 2번출구,2239
2020-10-01,1355. 보문2교,3340
2020-10-01,1357. 북한산보국문역,530
2020-10-01,1358. 정릉도서관 앞,888
2020-10-01,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,1184
2020-10-01,1360. 정릉역,755
2020-10-01,1361. 홍익중고 입구,1141
2020-10-01,1362. 보문역6번출구 앞,1568
2020-10-01,1363. 보문4교 인근,2305
2020-10-01,1364. 성북동 치안센터 앞,878
2020-10-01,1365. 선잠단지 앞,341
2020-10-01,1366. 일신초등학교 옆,404
2020-10-01,1367. 길음문화복합미디어센터,416
2020-10-01,1368. 성신여대입구 교차로,1263
2020-10-01,1369. 미아사거리,2171
2020-10-01,1370. 복자사랑 피정의 집,404
2020-10-01,1372. KEB은행 고대점,2089
2020-10-01,1373. 성북구보건소 건너편,1294
2020-10-01,1375. 생명의 전화 종합복지관 앞 교차로,1406
2020-10-01,1376. 한국과학기술연구원 중문,252
2020-10-01,1377. 한국과학기술연구원 북문,315
2020-10-01,1379.길음뉴타운푸르지오아파트 3단지,55
2020-10-01,1380.월곡역 5번출구 앞,1735
2020-10-01,1381.석계역 4번출구 뒤,1504
2020-10-01,1382.래미안월곡아파트 입구,1080
2020-10-01,1384.성신여대입구역 5번출구,1830
2020-10-01,1385.성신여대입구역 3번출구 앞,1086
2020-10-01,1386.동선고가차도 초입,424
2020-10-01,1388.커핀그루나루,724
2020-10-01,1390.석관래미안아트리치,1740
2020-10-01,1391.성북청소년센터,425
2020-10-01,1392.돈암삼성풍림아파트,40
2020-10-01,1393.돈암육교 하단,93
2020-10-01,1394.길음뉴타운 래미안9단지,956
2020-10-01,1395.래미안장위포레카운티(102동),655
2020-10-01,1396.래미안장위퍼스트하이(513동),939
2020-10-01,1397.래미안월곡아파트 (창문여고 건너편),844
2020-11-01,1302. 한성대입구역6번출구 뒤,649
2020-11-01,1303. 돈암초교 입구,856
2020-11-01,1304. 만해공원,365
2020-11-01,1305. 성북구청,817
2020-11-01,1306. 한성대입구역2번출구,1374
2020-11-01,1308. 안암로터리 버스정류장 앞,4251
2020-11-01,1314. 정릉꿈에그린1단지 201동 앞,416
2020-11-01,1315. 고려사대부속중고 정문,362
2020-11-01,1316. 고려사대부속중고 건너편,425
2020-11-01,1318. 길음역 3번출구 뒤,1169
2020-11-01,1320. LG베스트샵 종암점,2260
2020-11-01,1321. 국민은행 종암동지점 앞,2255
2020-11-01,1322. 래미안라센트아파트 103동 앞,929
2020-11-01,1323. 월곡역 입구 육교 밑,348
2020-11-01,1325. 상월곡역 4번출구,538
2020-11-01,1326. 상월곡역 1번출구,829
2020-11-01,1327. 상월곡역 3번출구,1081
2020-11-01,1328. 월곡역 3번출구,2080
2020-11-01,1332. 석계역 5번출구 건너편,1136
2020-11-01,1333. 석관초등학교 앞,1128
2020-11-01,1334. 석관동주민센터 앞,941
2020-11-01,1336. 성북3교 위,1287
2020-11-01,1337. 돈암성당 옆,1832
2020-11-01,1338. 용문2교 옆,946
2020-11-01,1339. 삼성전자서비스 성북센터,674
2020-11-01,1340. 광운초등학교 앞,508
2020-11-01,1342. 성북쉼터 앞,224
2020-11-01,1343. 한성대7번출구 앞,629
2020-11-01,1344. 아리랑시네센터 앞,700
2020-11-01,1346. 길음8골어린이공원 옆,926
2020-11-01,1347. 길음래미안아파트817동 상가 앞,453
2020-11-01,1348. 성북제일새마을금고 본점 앞,522
2020-11-01,1349. 월계2교 버스정류장 앞,1061
2020-11-01,1351. 안암2교 옆,1721
2020-11-01,1352. e 편한세상 보문아파트 내,323
2020-11-01,1353. 금호어울림센터힐 내,306
2020-11-01,1354. 고려대학교 2번출구,1819
2020-11-01,1355. 보문2교,1788
2020-11-01,1357. 북한산보국문역,473
2020-11-01,1358. 정릉도서관 앞,615
2020-11-01,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,630
2020-11-01,1360. 정릉역,641
2020-11-01,1361. 홍익중고 입구,947
2020-11-01,1362. 보문역6번출구 앞,1357
2020-11-01,1363. 보문4교 인근,1788
2020-11-01,1364. 성북동 치안센터 앞,725
2020-11-01,1365. 선잠단지 앞,274
2020-11-01,1366. 일신초등학교 옆,361
2020-11-01,1367. 길음문화복합미디어센터,411
2020-11-01,1368. 성신여대입구 교차로,983
2020-11-01,1369. 미아사거리,1481
2020-11-01,1370. 복자사랑 피정의 집,369
2020-11-01,1372. KEB은행 고대점,1637
2020-11-01,1373. 성북구보건소 건너편,722
2020-11-01,1375. 생명의 전화 종합복지관 앞 교차로,1308
2020-11-01,1376. 한국과학기술연구원 중문,173
2020-11-01,1377. 한국과학기술연구원 북문,239
2020-11-01,1379.길음뉴타운푸르지오아파트 3단지,193
2020-11-01,1380.월곡역 5번출구 앞,1176
2020-11-01,1381.석계역 4번출구 뒤,905
2020-11-01,1382.래미안월곡아파트 입구,772
2020-11-01,1384.성신여대입구역 5번출구,1454
2020-11-01,1385.성신여대입구역 3번출구 앞,897
2020-11-01,1386.동선고가차도 초입,440
2020-11-01,1388.커핀그루나루,571
2020-11-01,1390.석관래미안아트리치,1123
2020-11-01,1391.성북청소년센터,326
2020-11-01,1392.돈암삼성풍림아파트,100
2020-11-01,1393.돈암육교 하단,69
2020-11-01,1394.길음뉴타운 래미안9단지,668
2020-11-01,1395.래미안장위포레카운티(102동),465
2020-11-01,1396.래미안장위퍼스트하이(513동),592
2020-11-01,1397.래미안월곡아파트 (창문여고 건너편),610
2020-12-01,1302. 한성대입구역6번출구 뒤,415
2020-12-01,1303. 돈암초교 입구,503
2020-12-01,1304. 만해공원,267
2020-12-01,1305. 성북구청,553
2020-12-01,1306. 한성대입구역2번출구,731
2020-12-01,1308. 안암로터리 버스정류장 앞,2264
2020-12-01,1314. 정릉꿈에그린1단지 201동 앞,265
2020-12-01,1315. 고려사대부속중고 정문,244
2020-12-01,1316. 고려사대부속중고 건너편,299
2020-12-01,1318. 길음역 3번출구 뒤,618
2020-12-01,1320. LG베스트샵 종암점,1246
2020-12-01,1321. 국민은행 종암동지점 앞,1500
2020-12-01,1322. 래미안라센트아파트 103동 앞,610
2020-12-01,1323. 월곡역 입구 육교 밑,225
2020-12-01,1325. 상월곡역 4번출구,306
2020-12-01,1326. 상월곡역 1번출구,547
2020-12-01,1327. 상월곡역 3번출구,654
2020-12-01,1328. 월곡역 3번출구,1090
2020-12-01,1332. 석계역 5번출구 건너편,662
2020-12-01,1333. 석관초등학교 앞,662
2020-12-01,1334. 석관동주민센터 앞,590
2020-12-01,1336. 성북3교 위,858
2020-12-01,1337. 돈암성당 옆,963
2020-12-01,1338. 용문2교 옆,500
2020-12-01,1339. 삼성전자서비스 성북센터,340
2020-12-01,1340. 광운초등학교 앞,295
2020-12-01,1342. 성북쉼터 앞,150
2020-12-01,1343. 한성대7번출구 앞,410
2020-12-01,1344. 아리랑시네센터 앞,460
2020-12-01,1346. 길음8골어린이공원 옆,532
2020-12-01,1347. 길음래미안아파트817동 상가 앞,283
2020-12-01,1348. 성북제일새마을금고 본점 앞,259
2020-12-01,1349. 월계2교 버스정류장 앞,745
2020-12-01,1351. 안암2교 옆,1074
2020-12-01,1352. e 편한세상 보문아파트 내,222
2020-12-01,1353. 금호어울림센터힐 내,233
2020-12-01,1354. 고려대학교 2번출구,1127
2020-12-01,1355. 보문2교,1245
2020-12-01,1357. 북한산보국문역,279
2020-12-01,1358. 정릉도서관 앞,377
2020-12-01,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,389
2020-12-01,1360. 정릉역,321
2020-12-01,1361. 홍익중고 입구,538
2020-12-01,1362. 보문역6번출구 앞,871
2020-12-01,1363. 보문4교 인근,1121
2020-12-01,1364. 성북동 치안센터 앞,384
2020-12-01,1365. 선잠단지 앞,168
2020-12-01,1366. 일신초등학교 옆,184
2020-12-01,1367. 길음문화복합미디어센터,204
2020-12-01,1368. 성신여대입구 교차로,522
2020-12-01,1369. 미아사거리,923
2020-12-01,1370. 복자사랑 피정의 집,212
2020-12-01,1372. KEB은행 고대점,913
2020-12-01,1373. 성북구보건소 건너편,478
2020-12-01,1375. 생명의 전화 종합복지관 앞 교차로,773
2020-12-01,1376. 한국과학기술연구원 중문,138
2020-12-01,1377. 한국과학기술연구원 북문,161
2020-12-01,1379.길음뉴타운푸르지오아파트 3단지,204
2020-12-01,1380.월곡역 5번출구 앞,757
2020-12-01,1381.석계역 4번출구 뒤,608
2020-12-01,1382.래미안월곡아파트 입구,564
2020-12-01,1384.성신여대입구역 5번출구,792
2020-12-01,1385.성신여대입구역 3번출구 앞,431
2020-12-01,1386.동선고가차도 초입,267
2020-12-01,1388.커핀그루나루,332
2020-12-01,1390.석관래미안아트리치,692
2020-12-01,1391.성북청소년센터,174
2020-12-01,1392.돈암삼성풍림아파트,47
2020-12-01,1393.돈암육교 하단,82
2020-12-01,1394.길음뉴타운 래미안9단지,386
2020-12-01,1395.래미안장위포레카운티(102동),335
2020-12-01,1396.래미안장위퍼스트하이(513동),419
2020-12-01,1397.래미안월곡아파트 (창문여고 건너편),366
2020-12-01,4403. 하월곡동 광명비전교회 앞,21
2021-01-01,1302. 한성대입구역6번출구 뒤,246
2021-01-01,1303. 돈암초교 입구,361
2021-01-01,1304. 만해공원,142
2021-01-01,1305. 성북구청,407
2021-01-01,1306. 한성대입구역2번출구,552
2021-01-01,1308. 안암로터리 버스정류장 앞,1444
2021-01-01,1314. 정릉꿈에그린1단지 201동 앞,166
2021-01-01,1315. 고려사대부속중고 정문,116
2021-01-01,1316. 고려사대부속중고 건너편,192
2021-01-01,1318. 길음역 3번출구 뒤,389
2021-01-01,1320. LG베스트샵 종암점,858
2021-01-01,1321. 국민은행 종암동지점 앞,960
2021-01-01,1322. 래미안라센트아파트 103동 앞,465
2021-01-01,1323. 월곡역 입구 육교 밑,172
2021-01-01,1325. 상월곡역 4번출구,193
2021-01-01,1326. 상월곡역 1번출구,347
2021-01-01,1327. 상월곡역 3번출구,386
2021-01-01,1328. 월곡역 3번출구,736
2021-01-01,1332. 석계역 5번출구 건너편,469
2021-01-01,1333. 석관초등학교 앞,499
2021-01-01,1334. 석관동주민센터 앞,355
2021-01-01,1336. 성북3교 위,527
2021-01-01,1337. 돈암성당 옆,690
2021-01-01,1338. 용문2교 옆,343
2021-01-01,1339. 삼성전자서비스 성북센터,234
2021-01-01,1340. 광운초등학교 앞,252
2021-01-01,1342. 성북쉼터 앞,109
2021-01-01,1343. 한성대7번출구 앞,319
2021-01-01,1344. 아리랑시네센터 앞,279
2021-01-01,1346. 길음8골어린이공원 옆,313
2021-01-01,1347. 길음래미안아파트817동 상가 앞,160
2021-01-01,1348. 성북제일새마을금고 본점 앞,151
2021-01-01,1349. 월계2교 버스정류장 앞,414
2021-01-01,1351. 안암2교 옆,700
2021-01-01,1352. e 편한세상 보문아파트 내,113
2021-01-01,1353. 금호어울림센터힐 내,170
2021-01-01,1354. 고려대학교 2번출구,680
2021-01-01,1355. 보문2교,867
2021-01-01,1357. 북한산보국문역,179
2021-01-01,1358. 정릉도서관 앞,216
2021-01-01,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,269
2021-01-01,1360. 정릉역,233
2021-01-01,1361. 홍익중고 입구,430
2021-01-01,1362. 보문역6번출구 앞,578
2021-01-01,1363. 보문4교 인근,766
2021-01-01,1364. 성북동 치안센터 앞,240
2021-01-01,1365. 선잠단지 앞,108
2021-01-01,1366. 일신초등학교 옆,95
2021-01-01,1367. 길음문화복합미디어센터,143
2021-01-01,1368. 성신여대입구 교차로,320
2021-01-01,1369. 미아사거리,614
2021-01-01,1370. 복자사랑 피정의 집,180
2021-01-01,1372. KEB은행 고대점,567
2021-01-01,1373. 성북구보건소 건너편,315
2021-01-01,1375. 생명의 전화 종합복지관 앞 교차로,507
2021-01-01,1376. 한국과학기술연구원 중문,91
2021-01-01,1377. 한국과학기술연구원 북문,59
2021-01-01,1379.길음뉴타운푸르지오아파트 3단지,109
2021-01-01,1380.월곡역 5번출구 앞,517
2021-01-01,1381.석계역 4번출구 뒤,462
2021-01-01,1382.래미안월곡아파트 입구,390
2021-01-01,1384.성신여대입구역 5번출구,569
2021-01-01,1385.성신여대입구역 3번출구 앞,308
2021-01-01,1386.동선고가차도 초입,211
2021-01-01,1388.커핀그루나루,214
2021-01-01,1390.석관래미안아트리치,387
2021-01-01,1391.성북청소년센터,109
2021-01-01,1392.돈암삼성풍림아파트,31
2021-01-01,1393.돈암육교 하단,75
2021-01-01,1394.길음뉴타운 래미안9단지,253
2021-01-01,1395.래미안장위포레카운티(102동),239
2021-01-01,1396.래미안장위퍼스트하이(513동),390
2021-01-01,1397.래미안월곡아파트 (창문여고 건너편),94
2021-01-01,4403. 하월곡동 광명비전교회 앞,94
2021-02-01,1302. 한성대입구역6번출구 뒤,366
2021-02-01,1303. 돈암초교 입구,429
2021-02-01,1304. 만해공원,115
2021-02-01,1305. 성북구청,607
2021-02-01,1306. 한성대입구역2번출구,875
2021-02-01,1308. 안암로터리 버스정류장 앞,1913
2021-02-01,1314. 정릉꿈에그린1단지 201동 앞,253
2021-02-01,1315. 고려사대부속중고 정문,148
2021-02-01,1316. 고려사대부속중고 건너편,223
2021-02-01,1318. 길음역 3번출구 뒤,633
2021-02-01,1319. 종암사거리 분수대,457
2021-02-01,1320. LG베스트샵 종암점,1050
2021-02-01,1321. 국민은행 종암동지점 앞,1160
2021-02-01,1322. 래미안라센트아파트 103동 앞,596
2021-02-01,1323. 월곡역 입구 육교 밑,230
2021-02-01,1325. 상월곡역 4번출구,292
2021-02-01,1326. 상월곡역 1번출구,512
2021-02-01,1327. 상월곡역 3번출구,575
2021-02-01,1328. 월곡역 3번출구,1025
2021-02-01,1332. 석계역 5번출구 건너편,1298
2021-02-01,1333. 석관초등학교 앞,750
2021-02-01,1334. 석관동주민센터 앞,624
2021-02-01,1336. 성북3교 위,793
2021-02-01,1337. 돈암성당 옆,1095
2021-02-01,1338. 용문2교 옆,499
2021-02-01,1339. 삼성전자서비스 성북센터,399
2021-02-01,1340. 광운초등학교 앞,336
2021-02-01,1342. 성북쉼터 앞,117
2021-02-01,1343. 한성대7번출구 앞,381
2021-02-01,1344. 아리랑시네센터 앞,346
2021-02-01,1346. 길음8골어린이공원 옆,419
2021-02-01,1347. 길음래미안아파트817동 상가 앞,279
2021-02-01,1348. 성북제일새마을금고 본점 앞,274
2021-02-01,1349. 월계2교 버스정류장 앞,656
2021-02-01,1351. 안암2교 옆,973
2021-02-01,1352. e 편한세상 보문아파트 내,137
2021-02-01,1353. 금호어울림센터힐 내,204
2021-02-01,1354. 고려대학교 2번출구,1007
2021-02-01,1355. 보문2교,1647
2021-02-01,1357. 북한산보국문역,198
2021-02-01,1358. 정릉도서관 앞,358
2021-02-01,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,425
2021-02-01,1360. 정릉역,345
2021-02-01,1361. 홍익중고 입구,390
2021-02-01,1362. 보문역6번출구 앞,769
2021-02-01,1363. 보문4교 인근,1063
2021-02-01,1364. 성북동 치안센터 앞,290
2021-02-01,1365. 선잠단지 앞,150
2021-02-01,1366. 일신초등학교 옆,172
2021-02-01,1367. 길음문화복합미디어센터,214
2021-02-01,1368. 성신여대입구 교차로,455
2021-02-01,1369. 미아사거리,833
2021-02-01,1370. 복자사랑 피정의 집,178
2021-02-01,1372. KEB은행 고대점,765
2021-02-01,1373. 성북구보건소 건너편,436
2021-02-01,1375. 생명의 전화 종합복지관 앞 교차로,648
2021-02-01,1376. 한국과학기술연구원 중문,97
2021-02-01,1377. 한국과학기술연구원 북문,103
2021-02-01,1379.길음뉴타운푸르지오아파트 3단지,121
2021-02-01,1380.월곡역 5번출구 앞,919
2021-02-01,1381.석계역 4번출구 뒤,894
2021-02-01,1382.래미안월곡아파트 입구,547
2021-02-01,1384.성신여대입구역 5번출구,860
2021-02-01,1385.성신여대입구역 3번출구 앞,530
2021-02-01,1386.동선고가차도 초입,302
2021-02-01,1388.커핀그루나루,320
2021-02-01,1390.석관래미안아트리치,630
2021-02-01,1391.성북청소년센터,194
2021-02-01,1392.돈암삼성풍림아파트,42
2021-02-01,1393.돈암육교 하단,86
2021-02-01,1394.길음뉴타운 래미안9단지,409
2021-02-01,1395.래미안장위포레카운티(102동),414
2021-02-01,1396.래미안장위퍼스트하이(513동),621
2021-03-01,1302. 한성대입구역6번출구 뒤,578
2021-03-01,1303. 돈암초교 입구,723
2021-03-01,1304. 만해공원,274
2021-03-01,1305. 성북구청,883
2021-03-01,1306. 한성대입구역2번출구,1537
2021-03-01,1308. 안암로터리 버스정류장 앞,3831
2021-03-01,1314. 정릉꿈에그린1단지 201동 앞,352
2021-03-01,1315. 고려사대부속중고 정문,422
2021-03-01,1316. 고려사대부속중고 건너편,441
2021-03-01,1318. 길음역 3번출구 뒤,1058
2021-03-01,1319. 종암사거리 분수대,1159
2021-03-01,1320. LG베스트샵 종암점,1873
2021-03-01,1321. 국민은행 종암동지점 앞,1955
2021-03-01,1322. 래미안라센트아파트 103동 앞,914
